DATAFLOW,LAST UPDATE,freq,geo,unit,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Poland,Grams per kilometre,2021,137.6,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Poland,Grams per kilometre,2022,135.7,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Poland,Grams per kilometre,2023,132.7,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Portugal,Grams per kilometre,2014,108.8,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Portugal,Grams per kilometre,2015,105.7,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Portugal,Grams per kilometre,2016,104.7,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Portugal,Grams per kilometre,2017,126.9,be,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Portugal,Grams per kilometre,2018,128.6,e,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Portugal,Grams per kilometre,2019,132.6,e,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Portugal,Grams per kilometre,2020,118,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Portugal,Grams per kilometre,2021,107.1,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Portugal,Grams per kilometre,2022,103.1,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Portugal,Grams per kilometre,2023,89.8,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Romania,Grams per kilometre,2014,128.2,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Romania,Grams per kilometre,2015,125,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Romania,Grams per kilometre,2016,122,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Romania,Grams per kilometre,2017,146.2,be,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Romania,Grams per kilometre,2018,147.3,e,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Romania,Grams per kilometre,2019,150.7,e,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Romania,Grams per kilometre,2020,138.5,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Romania,Grams per kilometre,2021,125.6,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Romania,Grams per kilometre,2022,119.7,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Romania,Grams per kilometre,2023,116.2,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Sweden,Grams per kilometre,2014,131,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Sweden,Grams per kilometre,2015,126.3,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Sweden,Grams per kilometre,2016,123.1,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Sweden,Grams per kilometre,2017,148.2,be,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Sweden,Grams per kilometre,2018,148.1,e,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Sweden,Grams per kilometre,2019,145.1,e,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Sweden,Grams per kilometre,2020,111.7,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Sweden,Grams per kilometre,2021,88.3,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Sweden,Grams per kilometre,2022,66.6,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Sweden,Grams per kilometre,2023,61,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovenia,Grams per kilometre,2014,121.3,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovenia,Grams per kilometre,2015,119.2,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovenia,Grams per kilometre,2016,119,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovenia,Grams per kilometre,2017,145,be,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovenia,Grams per kilometre,2018,146.5,e,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovenia,Grams per kilometre,2019,150,e,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovenia,Grams per kilometre,2020,138.6,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovenia,Grams per kilometre,2021,133.7,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovenia,Grams per kilometre,2022,129.1,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovenia,Grams per kilometre,2023,123.6,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovakia,Grams per kilometre,2014,131.7,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovakia,Grams per kilometre,2015,127.6,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovakia,Grams per kilometre,2016,124.8,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovakia,Grams per kilometre,2017,152.8,be,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovakia,Grams per kilometre,2018,154.7,e,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovakia,Grams per kilometre,2019,158,e,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovakia,Grams per kilometre,2020,144.6,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovakia,Grams per kilometre,2021,138,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovakia,Grams per kilometre,2022,136.8,,
ESTAT:SDG_13_31(1.0),20/01/25 11:00:00,Annual,Slovakia,Grams per kilometre,2023,134.9,,
