DATAFLOW,LAST UPDATE,freq,watpol,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,European Union (aggregate changing according to the context),2017,0.067,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,European Union (aggregate changing according to the context),2018,0.066,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,European Union (aggregate changing according to the context),2019,0.071,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,European Union (aggregate changing according to the context),2020,0.082,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,European Union (aggregate changing according to the context),2021,0.072,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,European Union (aggregate changing according to the context),2022,0.074,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2000,0.019,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2001,0.020,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2002,0.014,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2003,0.017,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2004,0.017,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2005,0.018,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2006,0.016,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2007,0.015,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2008,0.017,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2009,0.018,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2010,0.015,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2011,0.016,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2012,0.017,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2013,0.012,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2014,0.011,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2015,0.016,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2016,0.016,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2017,0.016,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2018,0.011,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2019,0.013,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2020,0.016,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2021,0.015,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Finland,2022,0.015,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2000,0.064,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2001,0.064,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2002,0.064,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2003,0.064,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2004,0.050,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2005,0.048,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2006,0.045,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2007,0.038,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2008,0.033,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2009,0.030,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2010,0.032,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2011,0.031,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2012,0.038,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2013,0.034,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2014,0.031,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2015,0.027,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2016,0.031,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2017,0.028,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2018,0.024,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2019,0.029,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2020,0.026,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2021,0.023,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Croatia,2022,0.025,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2000,0.047,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2001,0.043,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2002,0.037,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2003,0.036,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2004,0.034,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2005,0.035,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2006,0.036,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2007,0.035,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2008,0.034,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2009,0.035,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2010,0.038,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2011,0.034,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2012,0.024,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2013,0.022,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2014,0.025,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2015,0.023,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2016,0.026,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2017,0.026,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2018,0.025,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2019,0.025,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2020,0.023,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2021,0.022,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Ireland,2022,0.022,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2000,0.008,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2001,0.008,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2002,0.009,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2003,0.009,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2004,0.013,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2005,0.013,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2006,0.008,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2007,0.011,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2008,0.007,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2009,0.002,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2010,0.006,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2011,0.008,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2012,0.006,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2013,0.007,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2014,0.010,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2015,0.007,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2016,0.026,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2017,0.022,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2018,0.023,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2019,0.026,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2020,0.021,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2021,0.021,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Iceland,2022,0.021,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2000,0.026,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2001,0.020,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2002,0.046,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2003,0.053,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2004,0.039,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2005,0.041,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2006,0.049,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2007,0.047,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2008,0.043,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2009,0.039,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2010,0.040,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2011,0.037,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2012,0.039,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2013,0.049,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2014,0.060,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2015,0.071,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2016,0.050,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2017,0.043,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2018,0.042,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2019,0.044,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2020,0.054,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2021,0.055,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Italy,2022,0.072,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2000,0.118,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2001,0.094,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2002,0.141,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2003,0.093,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2004,0.070,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2005,0.129,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2006,0.155,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2007,0.051,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2008,0.082,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2009,0.086,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2010,0.055,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2011,0.053,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2012,0.044,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2013,0.067,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2014,0.051,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2015,0.080,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2016,0.064,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2017,0.086,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2018,0.121,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2019,0.113,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2020,0.278,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2021,0.204,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Lithuania,2022,0.159,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2000,0.029,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2001,0.033,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2002,0.028,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2003,0.034,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2004,0.026,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2005,0.023,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2006,0.031,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2007,0.022,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2008,0.021,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2009,0.015,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2010,0.026,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2011,0.021,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2012,0.020,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2013,0.017,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2014,0.017,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2015,0.013,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2016,0.019,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2017,0.019,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2018,0.018,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2019,0.019,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2020,0.020,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2021,0.017,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Latvia,2022,0.020,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2000,0.473,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2001,0.271,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2002,0.397,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2003,0.444,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2004,0.411,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2005,0.239,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2006,0.196,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2007,0.239,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2008,0.235,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2009,0.246,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2010,0.159,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2011,0.192,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2012,0.221,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2013,0.062,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2014,0.094,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2015,0.063,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2016,0.066,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2017,0.085,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2018,0.065,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2019,0.094,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2020,0.090,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2021,0.079,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,2022,0.081,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2000,0.003,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2001,0.003,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2002,0.004,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2003,0.002,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2004,0.003,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2005,0.002,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2006,0.003,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2007,0.005,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2008,0.003,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2009,0.003,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2010,0.004,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2011,0.005,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2012,0.005,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2013,0.005,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2014,0.005,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2015,0.003,,
