DATAFLOW,LAST UPDATE,freq,areaprot,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Spain,2021,141623,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Spain,2022,142152,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2011,1003558,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2012,1020306,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2013,1027027,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2014,1032320,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2015,1037902,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2016,1042645,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2017,1054661,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2018,1064348,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2019,1073237,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2020,1076628,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2021,1075959,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,European Union - 27 countries (from 2020),2022,1079412,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Finland,2021,44777,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Finland,2022,45053,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,France,2021,153906,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,France,2022,154571,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Croatia,2021,21523,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Croatia,2022,21530,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Hungary,2021,20688,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Hungary,2022,20688,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Ireland,2021,9711,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Ireland,2022,9757,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Italy,2021,64429,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Italy,2022,64413,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Lithuania,2021,11130,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Lithuania,2022,11534,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Luxembourg,2021,1448,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Luxembourg,2022,984,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Latvia,2021,11725,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Latvia,2022,11723,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Malta,2021,92,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Malta,2022,91,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Netherlands,2021,9915,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Netherlands,2022,8501,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Poland,2021,123545,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Poland,2022,123491,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Portugal,2021,20547,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Portugal,2022,20561,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Romania,2021,55890,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Romania,2022,55901,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Sweden,2021,67521,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Sweden,2022,67126,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Slovenia,2021,8210,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Slovenia,2022,8212,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Slovakia,2021,18351,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Square kilometre,Slovakia,2022,18321,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Austria,2021,29.2,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Austria,2022,29.3,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Belgium,2021,14.7,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Belgium,2022,14.7,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Bulgaria,2021,41,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Bulgaria,2022,41,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Cyprus,2021,37.7,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Cyprus,2022,37.8,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Czechia,2021,21.9,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Czechia,2022,21.8,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Germany,2021,37.4,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Germany,2022,38.5,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Denmark,2021,14.9,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Denmark,2022,15.1,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Estonia,2021,20.9,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Estonia,2022,21,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Greece,2021,34.9,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Greece,2022,34.6,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Spain,2021,28,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Spain,2022,28.1,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2011,24.3,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2012,24.7,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2013,24.8,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2014,25,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2015,25.1,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2016,25.2,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2017,25.5,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2018,25.7,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2019,26,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2020,26,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2021,26,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,European Union - 27 countries (from 2020),2022,26.1,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Finland,2021,13.3,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Finland,2022,13.4,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,France,2021,28,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,France,2022,28.1,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Croatia,2021,38.1,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Croatia,2022,38.2,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Hungary,2021,22.2,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Hungary,2022,22.2,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Ireland,2021,13.9,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Ireland,2022,13.9,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Italy,2021,21.4,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Italy,2022,21.4,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Lithuania,2021,17.1,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Lithuania,2022,17.8,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Luxembourg,2021,55.8,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Luxembourg,2022,37.9,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Latvia,2021,18.2,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Latvia,2022,18.1,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Malta,2021,29,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Malta,2022,28.7,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Netherlands,2021,26.5,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Netherlands,2022,22.7,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Poland,2021,39.6,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Poland,2022,39.6,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Portugal,2021,22.4,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Portugal,2022,22.4,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Romania,2021,23.4,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Romania,2022,23.5,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Sweden,2021,15,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Sweden,2022,15,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Slovenia,2021,40.4,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Slovenia,2022,40.5,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Slovakia,2021,37.4,,
ESTAT:SDG_15_20(1.0),20/11/24 23:00:00,Annual,Terrestrial protected area,Percentage,Slovakia,2022,37.3,,
