DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Belgium,2022,2.43,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2000,4.9,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2001,4.95,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2002,4.62,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2003,4.19,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2004,3.79,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2005,4.17,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2006,4.34,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2007,4.52,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2008,3.56,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2009,3.9,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2010,3.09,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2011,2.98,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2012,3.04,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2013,2.89,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2014,2.76,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2015,2.89,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2016,2.48,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2017,3.11,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2018,2.39,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2019,2.65,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2020,3.19,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2021,2.89,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Bulgaria,2022,2.59,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2000,2.13,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2001,2.33,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2002,2.54,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2003,2.75,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2004,2.06,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2005,1.78,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2006,2.37,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2007,3.29,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2008,4.42,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2009,2.75,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2010,2.7,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2011,3.94,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2012,2.97,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2013,1.9,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2014,4.52,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2015,2,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2016,2.38,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2017,3.5,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2018,2.29,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2019,1.23,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2020,1.2,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2021,2.41,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Cyprus,2022,1.41,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2000,3.7,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2001,3.46,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2002,3.72,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2003,4.83,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2004,3.98,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2005,3.52,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2006,3.04,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2007,3.09,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2008,2.86,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2009,2.54,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2010,2.53,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2011,2.72,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2012,2.75,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2013,2.71,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2014,2.71,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2015,2.8,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2016,2.67,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2017,2.74,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2018,2.74,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2019,2.49,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2020,2.58,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2021,2.64,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Czechia,2022,2.64,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2000,1.58,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2001,1.64,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2002,1.61,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2003,1.61,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2004,1.57,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2005,1.58,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2006,1.81,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2007,1.63,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2008,1.68,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2009,1.7,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2010,1.56,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2011,1.74,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2012,1.47,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2013,1.63,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2014,1.73,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2015,1.73,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2016,1.81,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2017,1.75,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2018,1.53,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2019,1.56,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2020,1.6,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2021,1.64,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Estonia,2022,1.68,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2000,2.8,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2001,2.21,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2002,3.5,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2003,2.23,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2004,2.37,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2005,2.24,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2006,2.57,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2007,2.4,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2008,2.23,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2009,1.86,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2010,1.7,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2011,1.61,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2012,2.29,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2013,3.3,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2014,3.33,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2015,4.67,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2016,4.52,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2017,3.94,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2018,3.55,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2019,3.55,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2020,3.59,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2021,3.73,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Spain,2022,3.81,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2000,3.48,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2001,3.3,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2002,3.57,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2003,3.29,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2004,3.11,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2005,3.11,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2006,3.1,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2007,3.03,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2008,2.85,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2009,2.79,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2010,2.65,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2011,2.59,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2012,2.77,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2013,2.92,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2014,2.87,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2015,3.21,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2016,3.06,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2017,2.91,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2018,2.71,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2019,2.67,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2020,2.76,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2021,2.77,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,European Union (aggregate changing according to the context),2022,2.73,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2000,2.49,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2001,2.56,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2002,2.96,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2003,2.9,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2004,2.36,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2005,3.02,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2006,2.22,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2007,1.98,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2008,2.13,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2009,1.88,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2010,2.07,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2011,2.6,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2012,2.66,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2013,1.98,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2014,1.52,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2015,1.91,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2016,2.06,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2017,2.2,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2018,1.72,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2019,1.37,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2020,1.72,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2021,1.57,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Finland,2022,1.57,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Croatia,2000,2.7,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Croatia,2001,2.7,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Croatia,2002,2.7,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Croatia,2003,2.7,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Croatia,2004,2.23,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Croatia,2005,1.98,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Croatia,2006,1.76,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Croatia,2007,1.32,,
ESTAT:SDG_06_30(1.0),27/01/25 23:00:00,Annual,Milligrams per litre,Croatia,2008,1.52,,
