airpol,nace_r2,na_item,unit,country,year,value
Particulates < 10µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2018,0.79
Particulates < 10µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2019,0.79
Particulates < 10µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2020,0.85
Particulates < 10µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2021,0.72
Particulates < 10µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2022,0.63
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2008,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2009,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2010,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2011,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2012,0.04
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2013,0.04
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2014,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2015,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2016,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2017,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2018,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2019,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2020,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2021,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Austria,2022,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2008,0.16
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2009,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2010,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2011,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2012,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2013,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2014,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2015,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2016,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2017,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2018,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2019,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2020,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2021,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Belgium,2022,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2008,0.68
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2009,0.31
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2010,0.29
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2011,0.33
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2012,0.29
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2013,0.3
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2014,0.33
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2015,0.32
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2016,0.3
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2017,0.3
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2018,0.28
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2019,0.26
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2020,0.29
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2021,0.34
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Bulgaria,2022,0.29
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2008,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2009,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2010,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2011,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2012,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2013,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2014,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2015,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2016,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2017,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2018,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2019,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2020,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2021,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Switzerland,2022,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2008,0.55
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2009,0.49
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2010,0.46
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2011,0.4
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2012,0.13
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2013,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2014,0.21
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2015,0.19
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2016,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2017,0.18
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2018,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2019,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2020,0.19
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2021,0.22
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Cyprus,2022,0.24
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2008,0.12
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2009,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2010,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2011,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2012,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2013,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2014,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2015,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2016,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2017,0.04
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2018,0.04
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2019,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2020,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2021,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Czechia,2022,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2008,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2009,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2010,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2011,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2012,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2013,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2014,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2015,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2016,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2017,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2018,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2019,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2020,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2021,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Germany,2022,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2008,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2009,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2010,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2011,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2012,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2013,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2014,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2015,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2016,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2017,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2018,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2019,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2020,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2021,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Denmark,2022,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2008,0.57
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2009,0.53
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2010,0.61
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2011,0.48
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2012,0.43
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2013,0.43
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2014,0.55
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2015,0.3
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2016,0.38
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2017,0.37
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2018,0.28
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2019,0.18
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2020,0.21
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2021,0.12
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Estonia,2022,0.14
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2008,0.25
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2009,0.22
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2010,0.22
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2011,0.23
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2012,0.22
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2013,0.22
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2014,0.24
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2015,0.25
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2016,0.23
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2017,0.22
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2018,0.2
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2019,0.19
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2020,0.19
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2021,0.16
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Greece,2022,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2008,0.13
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2009,0.12
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2010,0.12
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2011,0.12
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2012,0.13
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2013,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2014,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2015,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2016,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2017,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2018,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2019,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2020,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2021,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Spain,2022,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2008,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2009,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2010,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2011,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2012,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2013,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2014,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2015,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2016,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2017,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2018,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2019,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2020,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2021,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",European Union - 27 countries (from 2020),2022,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2008,0.12
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2009,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2010,0.13
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2011,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2012,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2013,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2014,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2015,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2016,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2017,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2018,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2019,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2020,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2021,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Finland,2022,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2008,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2009,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2010,0.12
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2011,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2012,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2013,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2014,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2015,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2016,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2017,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2018,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2019,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2020,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2021,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2022,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",France,2023,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2008,0.26
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2009,0.28
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2010,0.3
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2011,0.26
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2012,0.27
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2013,0.27
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2014,0.24
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2015,0.23
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2016,0.2
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2017,0.2
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2018,0.19
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2019,0.19
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2020,0.19
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2021,0.15
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Croatia,2022,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2008,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2009,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2010,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2011,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2012,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2013,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2014,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2015,0.07
